type,img,cls_pred,conf,size_cat
FN,0000023_01233_d_0000011.jpg,people,0.0,medium
FN,0000023_01233_d_0000011.jpg,people,0.0,medium
FP,0000024_00000_d_0000012.jpg,pedestrian,0.39759570360183716,medium
FP,0000024_00000_d_0000012.jpg,pedestrian,0.3569372892379761,medium
FP,0000024_00000_d_0000012.jpg,people,0.35210472345352173,medium
FP,0000024_00000_d_0000012.jpg,people,0.32669714093208313,medium
FP,0000024_00000_d_0000012.jpg,pedestrian,0.3174058198928833,medium
FP,0000024_00000_d_0000012.jpg,pedestrian,0.30050504207611084,medium
FP,0000024_00000_d_0000012.jpg,people,0.26797911524772644,medium
FP,0000024_00000_d_0000012.jpg,people,0.26401373744010925,medium
FP,0000024_00000_d_0000012.jpg,people,0.2612937390804291,medium
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,medium
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,medium
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,medium
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,medium
FN,0000024_00000_d_0000012.jpg,motor,0.0,medium
FN,0000024_00000_d_0000012.jpg,motor,0.0,medium
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,small
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,small
FN,0000024_00000_d_0000012.jpg,bicycle,0.0,small
FN,0000024_00000_d_0000012.jpg,motor,0.0,small
FN,0000024_00000_d_0000012.jpg,bicycle,0.0,small
FN,0000024_00000_d_0000012.jpg,pedestrian,0.0,small
FP,0000024_00500_d_0000013.jpg,people,0.5720911622047424,medium
FP,0000024_00500_d_0000013.jpg,people,0.3737659752368927,medium
FP,0000024_00500_d_0000013.jpg,people,0.3522968888282776,medium
FP,0000024_00500_d_0000013.jpg,people,0.3155589997768402,medium
FN,0000024_00500_d_0000013.jpg,people,0.0,medium
FN,0000024_00500_d_0000013.jpg,people,0.0,small
FN,0000024_00500_d_0000013.jpg,motor,0.0,medium
FP,0000024_01000_d_0000014.jpg,pedestrian,0.33412671089172363,medium
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FN,0000024_01000_d_0000014.jpg,motor,0.0,small
FN,0000024_01000_d_0000014.jpg,awning-tricycle,0.0,small
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,medium
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FN,0000024_01000_d_0000014.jpg,pedestrian,0.0,small
FP,0000024_01543_d_0000015.jpg,car,0.5074147582054138,medium
FN,0000024_01543_d_0000015.jpg,pedestrian,0.0,medium
FN,0000024_01543_d_0000015.jpg,motor,0.0,medium
FP,0000026_00500_d_0000025.jpg,car,0.3941766023635864,large
FP,0000026_00500_d_0000025.jpg,pedestrian,0.3935461640357971,medium
FP,0000026_00500_d_0000025.jpg,motor,0.2966192364692688,large
FP,0000026_01000_d_0000026.jpg,van,0.48110243678092957,large
FP,0000026_01000_d_0000026.jpg,pedestrian,0.26927605271339417,medium
FN,0000026_01000_d_0000026.jpg,motor,0.0,medium
FP,0000026_01500_d_0000027.jpg,car,0.5880036354064941,large
FP,0000026_01500_d_0000027.jpg,car,0.28512072563171387,large
FP,0000026_02000_d_0000028.jpg,bicycle,0.5807164311408997,medium
FP,0000026_02000_d_0000028.jpg,car,0.4319913387298584,large
FP,0000026_02500_d_0000029.jpg,pedestrian,0.4715801775455475,medium
FP,0000026_02500_d_0000029.jpg,pedestrian,0.39305734634399414,medium
FP,0000026_02500_d_0000029.jpg,pedestrian,0.3533004820346832,medium
FN,0000026_02500_d_0000029.jpg,pedestrian,0.0,medium
FN,0000026_02500_d_0000029.jpg,pedestrian,0.0,small
FN,0000026_02500_d_0000029.jpg,pedestrian,0.0,small
FN,0000026_02500_d_0000029.jpg,pedestrian,0.0,small
FP,0000026_03000_d_0000030.jpg,car,0.44519221782684326,large
FN,0000026_03000_d_0000030.jpg,car,0.0,medium
FP,0000026_03500_d_0000031.jpg,car,0.6619066596031189,large
FN,0000026_03500_d_0000031.jpg,car,0.0,large
FN,0000026_03500_d_0000031.jpg,pedestrian,0.0,medium
FP,0000026_04000_d_0000032.jpg,car,0.29987257719039917,large
FP,0000026_04000_d_0000032.jpg,car,0.27443739771842957,medium
FP,0000026_04500_d_0000033.jpg,van,0.47032248973846436,medium
FP,0000026_04500_d_0000033.jpg,car,0.4679858386516571,medium
FP,0000026_04500_d_0000033.jpg,car,0.4546012580394745,medium
FP,0000026_04500_d_0000033.jpg,car,0.4144381880760193,medium
FP,0000026_04500_d_0000033.jpg,van,0.41337722539901733,medium
FP,0000026_04500_d_0000033.jpg,car,0.41117411851882935,medium
FP,0000026_04500_d_0000033.jpg,car,0.3919294774532318,medium
FP,0000026_04500_d_0000033.jpg,car,0.31717586517333984,medium
FP,0000026_04500_d_0000033.jpg,car,0.2997705936431885,medium
FP,0000026_04500_d_0000033.jpg,car,0.28472641110420227,medium
FP,0000026_04500_d_0000033.jpg,car,0.2763768434524536,medium
FP,0000026_04500_d_0000033.jpg,pedestrian,0.2520955204963684,small
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,pedestrian,0.0,small
FN,0000026_04500_d_0000033.jpg,pedestrian,0.0,small
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,car,0.0,medium
FN,0000026_04500_d_0000033.jpg,bicycle,0.0,small
FN,0000026_04500_d_0000033.jpg,motor,0.0,small
FN,0000026_04500_d_0000033.jpg,motor,0.0,small
FN,0000026_04500_d_0000033.jpg,car,0.0,small
FN,0000026_04500_d_0000033.jpg,car,0.0,small
FN,0000026_04500_d_0000033.jpg,car,0.0,small
FN,0000026_04500_d_0000033.jpg,car,0.0,small
FN,0000026_04500_d_0000033.jpg,pedestrian,0.0,small
FP,0000026_04978_d_0000034.jpg,car,0.29920557141304016,large
FP,0000026_04978_d_0000034.jpg,pedestrian,0.27384892106056213,medium
FN,0000026_04978_d_0000034.jpg,car,0.0,large
FN,0000026_04978_d_0000034.jpg,car,0.0,large
FN,0000026_04978_d_0000034.jpg,pedestrian,0.0,small
FN,0000026_04978_d_0000034.jpg,people,0.0,small
FN,0000026_04978_d_0000034.jpg,people,0.0,small
FN,0000026_04978_d_0000034.jpg,people,0.0,small
FN,0000026_04978_d_0000034.jpg,motor,0.0,small
FN,0000026_04978_d_0000034.jpg,people,0.0,small
FN,0000026_04978_d_0000034.jpg,people,0.0,small
FN,0000026_04978_d_0000034.jpg,tricycle,0.0,medium
FN,0000026_04978_d_0000034.jpg,motor,0.0,small
FN,0000026_04978_d_0000034.jpg,van,0.0,medium
FN,0000026_04978_d_0000034.jpg,motor,0.0,small
FP,0000055_00000_d_0000109.jpg,pedestrian,0.7096805572509766,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.6778864860534668,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.46673402190208435,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.3769388794898987,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.26790711283683777,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.2658936083316803,medium
FP,0000055_00000_d_0000109.jpg,motor,0.25932779908180237,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.2591651976108551,medium
FP,0000055_00000_d_0000109.jpg,pedestrian,0.2506270110607147,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,small
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,small
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,tricycle,0.0,medium
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,people,0.0,small
FN,0000055_00000_d_0000109.jpg,motor,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FN,0000055_00000_d_0000109.jpg,pedestrian,0.0,medium
FP,0000055_00714_d_0000110.jpg,people,0.5575013756752014,medium
FP,0000055_00714_d_0000110.jpg,car,0.48167216777801514,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.46817323565483093,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.4390402138233185,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.4293905794620514,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.41376280784606934,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.4004653990268707,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.3914400041103363,large
FP,0000055_00714_d_0000110.jpg,pedestrian,0.37772223353385925,medium
FP,0000055_00714_d_0000110.jpg,people,0.37395820021629333,medium
FP,0000055_00714_d_0000110.jpg,people,0.32893097400665283,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.3042110204696655,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.29610514640808105,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.28909820318222046,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.2807430624961853,medium
FP,0000055_00714_d_0000110.jpg,pedestrian,0.27288392186164856,small
FP,0000055_00714_d_0000110.jpg,pedestrian,0.25286462903022766,medium
FN,0000055_00714_d_0000110.jpg,bicycle,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,bicycle,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,bicycle,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,medium
FN,0000055_00714_d_0000110.jpg,motor,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FN,0000055_00714_d_0000110.jpg,motor,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,medium
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FN,0000055_00714_d_0000110.jpg,people,0.0,small
FN,0000055_00714_d_0000110.jpg,pedestrian,0.0,small
FP,0000069_00001_d_0000001.jpg,pedestrian,0.6494548320770264,medium
FP,0000069_00001_d_0000001.jpg,pedestrian,0.5032982230186462,medium
FP,0000069_00001_d_0000001.jpg,pedestrian,0.45577767491340637,medium
FP,0000069_00001_d_0000001.jpg,motor,0.439066082239151,medium
FP,0000069_00001_d_0000001.jpg,pedestrian,0.4384625554084778,large
FP,0000069_00001_d_0000001.jpg,motor,0.4113366901874542,medium
FP,0000069_00001_d_0000001.jpg,pedestrian,0.38645461201667786,large
FP,0000069_00001_d_0000001.jpg,pedestrian,0.2508629560470581,large
FN,0000069_00001_d_0000001.jpg,pedestrian,0.0,large
FN,0000069_00001_d_0000001.jpg,people,0.0,medium
FN,0000069_00001_d_0000001.jpg,pedestrian,0.0,medium
FN,0000069_00001_d_0000001.jpg,people,0.0,medium
FN,0000069_00001_d_0000001.jpg,people,0.0,medium
FN,0000069_00001_d_0000001.jpg,motor,0.0,medium
FN,0000069_00001_d_0000001.jpg,bicycle,0.0,medium
FN,0000069_00001_d_0000001.jpg,bicycle,0.0,medium
FN,0000069_00001_d_0000001.jpg,motor,0.0,medium
FP,0000069_00483_d_0000002.jpg,pedestrian,0.5325777530670166,medium
FP,0000069_00483_d_0000002.jpg,pedestrian,0.5221203565597534,medium
FP,0000069_00483_d_0000002.jpg,pedestrian,0.4954124987125397,medium
FP,0000069_00483_d_0000002.jpg,bicycle,0.4474610984325409,large
FP,0000069_00483_d_0000002.jpg,pedestrian,0.42732247710227966,medium
FP,0000069_00483_d_0000002.jpg,pedestrian,0.3693001866340637,medium
FN,0000069_00483_d_0000002.jpg,pedestrian,0.0,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.7008175849914551,large
FP,0000069_00713_d_0000003.jpg,pedestrian,0.5407727956771851,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.4137450158596039,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.4135558009147644,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.40162500739097595,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.3643151521682739,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.31921982765197754,medium
FP,0000069_00713_d_0000003.jpg,bicycle,0.2877246141433716,large
FP,0000069_00713_d_0000003.jpg,pedestrian,0.28414595127105713,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.27870315313339233,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.2756271958351135,medium
FP,0000069_00713_d_0000003.jpg,people,0.27343568205833435,medium
FP,0000069_00713_d_0000003.jpg,pedestrian,0.27249032258987427,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,motor,0.0,medium
FN,0000069_00713_d_0000003.jpg,motor,0.0,small
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,small
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,people,0.0,medium
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FN,0000069_00713_d_0000003.jpg,people,0.0,medium
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,pedestrian,0.0,medium
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FN,0000069_00713_d_0000003.jpg,people,0.0,small
FP,0000069_01109_d_0000004.jpg,pedestrian,0.6492763757705688,medium
FP,0000069_01109_d_0000004.jpg,pedestrian,0.6197284460067749,medium
FP,0000069_01109_d_0000004.jpg,pedestrian,0.5444000363349915,medium
FP,0000069_01109_d_0000004.jpg,pedestrian,0.3950307071208954,medium
FP,0000069_01109_d_0000004.jpg,people,0.3023512661457062,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,large
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FN,0000069_01109_d_0000004.jpg,motor,0.0,medium
FN,0000069_01109_d_0000004.jpg,bicycle,0.0,medium
FN,0000069_01109_d_0000004.jpg,bicycle,0.0,medium
FN,0000069_01109_d_0000004.jpg,pedestrian,0.0,medium
FP,0000069_01878_d_0000005.jpg,pedestrian,0.5472195148468018,medium
FP,0000069_01878_d_0000005.jpg,pedestrian,0.4396415948867798,medium
FP,0000069_01878_d_0000005.jpg,pedestrian,0.30759456753730774,medium
FP,0000069_01878_d_0000005.jpg,pedestrian,0.258444219827652,medium
FN,0000069_01878_d_0000005.jpg,people,0.0,large
FN,0000069_01878_d_0000005.jpg,pedestrian,0.0,large
FN,0000069_01878_d_0000005.jpg,pedestrian,0.0,large
FN,0000069_01878_d_0000005.jpg,pedestrian,0.0,medium
FN,0000069_01878_d_0000005.jpg,people,0.0,small
FN,0000069_01878_d_0000005.jpg,bicycle,0.0,medium
FN,0000069_01878_d_0000005.jpg,pedestrian,0.0,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.7688651084899902,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.6322506666183472,large
FP,0000069_02163_d_0000006.jpg,pedestrian,0.5345774292945862,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.5263118743896484,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.5082006454467773,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.40174394845962524,large
FP,0000069_02163_d_0000006.jpg,pedestrian,0.39146170020103455,large
FP,0000069_02163_d_0000006.jpg,pedestrian,0.37451520562171936,large
FP,0000069_02163_d_0000006.jpg,pedestrian,0.36481115221977234,medium
FP,0000069_02163_d_0000006.jpg,motor,0.35578057169914246,small
FP,0000069_02163_d_0000006.jpg,pedestrian,0.33550962805747986,medium
FP,0000069_02163_d_0000006.jpg,people,0.295797735452652,small
FP,0000069_02163_d_0000006.jpg,pedestrian,0.29462623596191406,medium
FP,0000069_02163_d_0000006.jpg,motor,0.29254597425460815,medium
FP,0000069_02163_d_0000006.jpg,pedestrian,0.2778335511684418,large
FP,0000069_02163_d_0000006.jpg,car,0.2601045072078705,medium
FN,0000069_02163_d_0000006.jpg,bicycle,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,small
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,small
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,small
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,car,0.0,medium
FN,0000069_02163_d_0000006.jpg,car,0.0,medium
FN,0000069_02163_d_0000006.jpg,motor,0.0,small
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,small
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,small
FN,0000069_02163_d_0000006.jpg,motor,0.0,small
FN,0000069_02163_d_0000006.jpg,motor,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,pedestrian,0.0,medium
FN,0000069_02163_d_0000006.jpg,car,0.0,large
FN,0000069_02163_d_0000006.jpg,car,0.0,medium
FN,0000069_02163_d_0000006.jpg,car,0.0,small
FN,0000069_02163_d_0000006.jpg,tricycle,0.0,medium
FN,0000069_02163_d_0000006.jpg,people,0.0,small
FN,0000069_02163_d_0000006.jpg,bicycle,0.0,large
FP,0000069_02480_d_0000007.jpg,pedestrian,0.8474829196929932,medium
FP,0000069_02480_d_0000007.jpg,bicycle,0.4346497058868408,medium
FP,0000069_02480_d_0000007.jpg,pedestrian,0.36068958044052124,medium
FP,0000069_02480_d_0000007.jpg,pedestrian,0.3106008470058441,medium
FP,0000069_02480_d_0000007.jpg,pedestrian,0.30933678150177,medium
FP,0000069_02480_d_0000007.jpg,pedestrian,0.30605775117874146,medium
FP,0000069_02480_d_0000007.jpg,bicycle,0.29574987292289734,medium
FP,0000069_02480_d_0000007.jpg,bicycle,0.28802570700645447,medium
FP,0000069_02480_d_0000007.jpg,pedestrian,0.28314584493637085,medium
FP,0000069_02480_d_0000007.jpg,people,0.2813400328159332,medium
FP,0000069_02480_d_0000007.jpg,motor,0.2696135938167572,small
FP,0000069_02480_d_0000007.jpg,pedestrian,0.2601093649864197,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,people,0.0,large
FN,0000069_02480_d_0000007.jpg,people,0.0,medium
FN,0000069_02480_d_0000007.jpg,people,0.0,large
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,small
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,small
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,medium
FN,0000069_02480_d_0000007.jpg,car,0.0,small
FN,0000069_02480_d_0000007.jpg,car,0.0,small
FN,0000069_02480_d_0000007.jpg,car,0.0,small
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,small
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,medium
FN,0000069_02480_d_0000007.jpg,pedestrian,0.0,small
FN,0000069_02480_d_0000007.jpg,people,0.0,small
FN,0000069_02480_d_0000007.jpg,people,0.0,small
FN,0000069_02480_d_0000007.jpg,motor,0.0,small
FN,0000069_02480_d_0000007.jpg,car,0.0,small
FP,0000072_02834_d_0000003.jpg,pedestrian,0.7667784690856934,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.6678207516670227,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.6135464310646057,medium
FP,0000072_02834_d_0000003.jpg,people,0.49157941341400146,medium
FP,0000072_02834_d_0000003.jpg,motor,0.47169166803359985,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.4150877594947815,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.3805381655693054,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.3187255263328552,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.3065011203289032,medium
FP,0000072_02834_d_0000003.jpg,people,0.29745081067085266,medium
FP,0000072_02834_d_0000003.jpg,pedestrian,0.2939647138118744,medium
FP,0000072_02834_d_0000003.jpg,people,0.28840386867523193,medium
FP,0000072_02834_d_0000003.jpg,people,0.2753637135028839,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,motor,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,small
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FN,0000072_02834_d_0000003.jpg,people,0.0,small
FN,0000072_02834_d_0000003.jpg,people,0.0,small
FN,0000072_02834_d_0000003.jpg,people,0.0,small
FN,0000072_02834_d_0000003.jpg,people,0.0,small
FN,0000072_02834_d_0000003.jpg,motor,0.0,medium
FN,0000072_02834_d_0000003.jpg,pedestrian,0.0,medium
FP,0000076_02142_d_0000009.jpg,truck,0.8573586344718933,large
FP,0000076_02142_d_0000009.jpg,pedestrian,0.4583964943885803,small
FP,0000076_02142_d_0000009.jpg,pedestrian,0.39121830463409424,small
FP,0000076_02142_d_0000009.jpg,pedestrian,0.38969531655311584,small
FP,0000076_02142_d_0000009.jpg,pedestrian,0.331280916929245,small
